,MESS_DATUM,FX,FM,SDK,NM,VPM,PM,TMK,UPM,TXK,TNK,TGK
24220,2020-09-22,5.7,1.5,8.6,4.1,15.2,951.5,18.2,75.0,25.6,12.5,11.1
24221,2020-09-23,7.3,2.4,1.1,6.8,15.5,948.8,16.5,83.0,20.2,14.1,12.6
24222,2020-09-24,13.9,2.8,4.6,7.8,13.8,947.0,17.1,72.0,21.6,13.4,12.0
24223,2020-09-25,12.0,3.6,0.0,7.5,10.7,941.3,9.3,89.0,13.7,5.5,5.4
24224,2020-09-26,16.9,6.0,0.0,7.8,8.2,940.1,7.0,82.0,7.7,6.3,5.7
24225,2020-09-27,12.9,3.2,11.4,2.4,7.7,944.0,10.0,65.0,15.6,5.0,4.2
24226,2020-09-28,4.8,1.6,0.0,7.7,9.2,950.3,8.0,85.0,10.7,4.9,4.0
24227,2020-09-29,9.6,2.8,0.1,7.8,10.6,956.6,10.5,83.0,12.2,8.7,7.7
24228,2020-09-30,5.6,1.8,6.7,5.6,11.2,954.7,12.7,77.0,17.8,8.2,7.2
24229,2020-10-01,5.5,1.7,8.2,5.2,11.5,946.2,12.9,78.0,19.4,6.5,5.5
24230,2020-10-02,9.9,3.6,0.9,7.9,11.6,935.4,14.9,70.0,18.4,9.8,8.4
24231,2020-10-03,16.4,4.3,2.9,6.0,9.8,933.1,13.3,68.0,22.1,5.1,4.2
24232,2020-10-04,10.6,2.6,6.5,5.8,9.0,940.4,11.0,71.0,17.3,4.7,3.7
24233,2020-10-05,9.5,3.1,1.8,7.8,9.6,946.5,11.5,72.0,14.6,9.0,8.7
24234,2020-10-06,21.5,3.6,0.8,7.8,10.1,948.8,11.7,74.0,13.6,9.1,8.7
24235,2020-10-07,11.5,4.1,0.9,7.3,10.3,954.2,10.1,83.0,13.4,8.5,7.8
24236,2020-10-08,10.2,3.4,6.5,7.0,9.8,960.9,12.7,69.0,17.7,8.7,7.2
24237,2020-10-09,6.9,2.4,8.3,7.9,11.7,959.5,14.4,72.0,19.0,10.1,8.7
24238,2020-10-10,9.1,2.4,0.0,7.2,10.6,959.4,9.6,89.0,13.0,7.1,6.4
24239,2020-10-11,6.5,1.7,1.3,7.9,8.2,958.0,7.3,80.0,9.9,5.6,5.1
24240,2020-10-12,10.0,2.4,1.7,7.1,8.0,957.3,6.1,84.0,8.7,3.6,2.5
24241,2020-10-13,4.3,1.5,0.9,7.0,8.1,951.7,6.4,85.0,9.8,4.0,3.1
24242,2020-10-14,8.1,2.5,0.3,7.9,7.9,950.5,6.0,85.0,9.1,3.8,3.0
24243,2020-10-15,5.0,1.4,0.0,7.8,8.5,951.6,6.7,87.0,7.8,5.8,5.7
24244,2020-10-16,9.0,2.4,0.0,7.5,9.4,954.0,7.1,93.0,8.9,6.2,6.3
24245,2020-10-17,4.5,1.7,0.0,7.9,8.5,956.5,6.9,86.0,8.9,5.7,5.8
24246,2020-10-18,6.4,1.8,4.1,6.5,8.5,960.3,7.9,80.0,11.2,5.0,4.3
24247,2020-10-19,6.4,2.1,6.6,5.0,7.9,960.7,7.9,75.0,12.5,3.9,2.3
24248,2020-10-20,5.3,1.4,7.2,7.2,7.9,955.8,7.7,78.0,15.8,1.3,0.2
24249,2020-10-21,8.8,1.9,5.6,7.6,9.7,952.0,11.8,72.0,21.0,5.6,4.4
24250,2020-10-22,4.2,1.7,2.5,7.6,10.2,956.7,13.1,69.0,17.2,8.8,6.5
24251,2020-10-23,8.8,1.9,2.2,7.9,12.5,954.6,14.8,75.0,19.1,12.0,10.8
24252,2020-10-24,7.0,2.4,1.4,5.0,11.9,956.5,11.5,88.0,14.8,7.9,6.0
24253,2020-10-25,4.6,1.7,9.2,3.5,9.7,949.4,9.7,82.0,17.6,3.7,2.6
24254,2020-10-26,10.3,3.0,0.0,7.7,9.0,945.6,6.6,91.0,9.3,4.0,3.8
24255,2020-10-27,5.9,2.3,1.5,6.0,7.9,951.3,6.6,81.0,11.1,3.9,2.3
24256,2020-10-28,12.3,3.2,1.3,7.6,8.4,954.1,9.4,71.0,14.7,3.5,1.8
24257,2020-10-29,13.7,4.0,0.0,7.5,10.3,958.5,9.8,85.0,11.2,8.9,8.4
24258,2020-10-30,11.8,4.0,0.6,7.9,10.8,962.7,11.8,78.0,14.7,9.0,8.5
24259,2020-10-31,4.9,1.8,8.9,4.4,10.4,962.0,12.2,75.0,17.9,6.3,4.5
24260,2020-11-01,8.3,2.2,0.0,7.7,10.9,958.7,11.3,81.0,15.6,5.6,3.9
24261,2020-11-02,10.7,3.0,1.7,7.5,13.5,957.7,17.4,68.0,21.5,14.5,12.0
24262,2020-11-03,10.5,2.3,0.0,7.7,11.8,961.8,12.2,83.0,17.3,8.3,8.1
24263,2020-11-04,6.9,2.4,0.0,7.8,9.3,967.3,8.2,85.0,9.3,7.4,7.3
24264,2020-11-05,7.0,2.5,3.4,4.9,8.4,972.2,7.8,80.0,11.4,3.5,1.7
24265,2020-11-06,5.6,2.1,0.6,4.6,7.7,969.8,4.5,91.0,6.7,2.2,0.7
24266,2020-11-07,3.9,1.3,4.9,6.4,8.1,965.3,5.4,91.0,10.1,2.9,3.4
24267,2020-11-08,3.4,1.1,6.7,6.7,8.1,962.8,5.8,89.0,12.6,2.6,3.0
24268,2020-11-09,4.1,1.4,4.6,6.8,8.0,963.1,4.7,94.0,8.7,2.4,2.9
24269,2020-11-10,3.6,1.4,6.0,7.8,7.6,964.8,4.1,92.0,7.4,1.7,2.0
24270,2020-11-11,4.2,1.5,0.7,8.0,8.8,963.6,6.7,90.0,9.7,4.8,5.2
24271,2020-11-12,7.5,2.0,3.4,7.5,8.8,960.8,8.7,79.0,14.2,4.2,4.0
24272,2020-11-13,5.7,1.7,7.2,6.3,8.2,960.4,9.6,70.0,15.8,4.3,2.2
24273,2020-11-14,6.1,1.6,8.4,5.9,8.2,959.5,10.0,69.0,17.1,4.5,2.2
24274,2020-11-15,6.2,1.9,8.4,4.8,7.8,954.7,8.1,75.0,15.8,3.1,0.9
24275,2020-11-16,12.3,3.9,2.6,7.5,8.7,958.0,10.2,70.0,13.2,8.1,6.5
24276,2020-11-17,8.3,2.3,5.6,7.5,7.9,966.5,8.6,71.0,11.9,4.4,2.2
24277,2020-11-18,3.4,1.1,8.9,2.7,7.3,964.7,6.8,76.0,13.9,2.1,0.0
24278,2020-11-19,14.1,4.0,1.5,5.7,8.0,962.2,8.2,74.0,14.0,4.0,1.0
24279,2020-11-20,9.3,2.5,3.7,5.3,6.1,969.7,3.6,77.0,5.8,-1.2,-2.5
24280,2020-11-21,6.3,2.0,8.1,2.5,4.8,970.8,1.2,74.0,5.8,-2.2,-4.6
24281,2020-11-22,4.1,1.2,7.9,3.8,5.2,966.0,2.9,70.0,9.6,-2.8,-4.7
24282,2020-11-23,5.6,1.9,0.3,8.0,7.0,966.3,5.1,79.0,8.2,2.7,1.4
24283,2020-11-24,6.8,2.5,2.4,7.3,6.9,963.1,4.1,84.0,6.0,2.7,1.7
24284,2020-11-25,4.0,1.5,4.8,6.3,6.1,959.5,2.3,85.0,5.4,0.5,0.9
24285,2020-11-26,3.5,1.3,5.2,6.0,5.9,960.8,1.6,87.0,5.5,-0.5,0.0
24286,2020-11-27,4.8,1.7,6.6,6.0,5.6,959.1,0.4,90.0,4.0,-1.4,-1.5
24287,2020-11-28,9.0,2.5,0.0,8.0,5.4,957.6,-0.7,93.0,0.5,-1.7,-1.2
24288,2020-11-29,9.6,3.0,0.1,7.3,4.8,960.1,0.1,78.0,1.5,-1.1,-2.9
24289,2020-11-30,5.9,1.9,1.8,5.1,4.4,961.8,-1.6,82.0,1.4,-4.3,-5.7
24290,2020-12-01,4.8,1.3,0.0,7.5,5.4,954.6,-0.3,90.0,1.7,-3.3,-4.5
24291,2020-12-02,6.9,2.4,0.0,8.0,4.4,952.7,-2.2,85.0,0.5,-3.2,-3.0
24292,2020-12-03,6.2,2.1,3.5,4.6,4.4,944.3,-0.7,76.0,2.8,-3.0,-4.2
24293,2020-12-04,9.3,2.3,1.7,8.0,4.7,930.5,1.8,70.0,8.4,-2.9,-4.2
24294,2020-12-05,10.3,2.1,0.0,7.6,5.9,936.8,2.1,84.0,5.0,0.2,-0.9
24295,2020-12-06,7.5,2.4,0.3,7.8,6.3,936.6,1.8,91.0,4.3,-0.2,0.0
24296,2020-12-07,7.2,2.1,3.8,6.0,5.9,939.6,2.2,84.0,4.9,0.0,-1.0
24297,2020-12-08,7.1,1.8,0.0,7.8,5.4,940.2,0.4,86.0,2.8,-2.3,-1.9
24298,2020-12-09,7.6,2.8,0.0,7.6,5.8,945.6,0.8,89.0,1.2,-0.1,-1.6
24299,2020-12-10,4.7,1.6,0.0,7.9,5.7,944.9,1.1,86.0,2.1,0.6,0.3
24300,2020-12-11,7.1,2.3,2.0,7.8,5.4,939.7,0.7,83.0,2.8,-0.6,-1.8
24301,2020-12-12,7.7,2.2,0.2,7.9,6.6,939.2,3.0,86.0,5.1,0.3,-0.3
24302,2020-12-13,6.9,2.6,0.0,7.7,7.6,950.3,4.6,90.0,5.3,2.8,0.4
24303,2020-12-14,6.6,2.0,6.6,6.7,6.5,952.9,3.3,84.0,7.3,-0.5,-1.9
24304,2020-12-15,5.4,1.2,1.1,8.0,6.7,953.4,3.1,88.0,5.1,1.0,0.8
24305,2020-12-16,4.8,1.6,2.0,7.9,6.9,957.2,2.9,91.0,6.0,1.0,0.6
24306,2020-12-17,4.3,1.4,6.5,5.0,6.6,961.7,3.0,87.0,8.9,-0.3,-0.8
24307,2020-12-18,3.8,1.5,7.8,4.3,6.0,962.9,1.5,88.0,7.2,-1.4,-2.1
24308,2020-12-19,5.8,1.8,0.0,7.5,5.2,960.1,-1.3,93.0,0.0,-2.4,-3.5
24309,2020-12-20,5.0,1.7,0.0,8.0,5.3,960.4,-0.6,91.0,0.7,-1.9,-1.6
24310,2020-12-21,6.1,1.5,1.7,7.7,7.3,961.2,4.7,85.0,6.8,0.7,0.1
24311,2020-12-22,17.9,5.6,0.1,7.6,10.1,958.0,11.1,77.0,13.9,6.3,5.1
24312,2020-12-23,11.1,2.7,0.0,7.8,9.5,954.7,12.1,67.0,14.1,9.5,7.9
24313,2020-12-24,16.1,4.4,1.0,7.5,8.1,950.1,7.1,80.0,9.9,4.2,3.7
24314,2020-12-25,14.4,3.6,0.0,7.8,5.9,954.9,1.4,87.0,4.2,-0.3,-1.4
24315,2020-12-26,5.8,2.3,5.2,4.7,4.0,961.3,-0.9,71.0,1.3,-3.4,-5.5
24316,2020-12-27,6.6,2.1,5.6,7.0,3.6,940.6,-2.1,69.0,1.1,-4.9,-6.8
24317,2020-12-28,6.6,1.9,0.0,7.1,5.0,922.7,0.3,79.0,1.9,-1.9,-2.9
24318,2020-12-29,11.4,2.8,4.4,7.0,5.2,932.3,2.8,70.0,6.2,0.2,-1.7
24319,2020-12-30,5.7,2.0,0.5,6.9,5.2,942.8,2.2,74.0,4.6,-1.0,-3.2
24320,2020-12-31,8.7,2.5,7.1,3.7,4.6,944.9,1.3,69.0,5.1,-1.9,-4.3
24321,2021-01-01,4.6,1.5,3.0,7.6,4.9,945.5,0.2,79.0,3.7,-2.9,-4.8
24322,2021-01-02,5.8,1.8,0.0,8.0,4.9,947.8,-1.1,88.0,0.6,-2.9,-2.4
24323,2021-01-03,4.7,1.6,0.0,7.9,4.8,947.6,-0.6,82.0,0.5,-2.2,-1.9
24324,2021-01-04,7.2,2.3,0.0,8.0,4.5,949.4,-0.9,79.0,0.0,-1.8,-1.6
24325,2021-01-05,5.1,1.5,0.0,8.0,4.5,948.5,-1.3,81.0,-0.6,-2.1,-1.8
24326,2021-01-06,7.4,3.0,0.0,7.8,4.9,948.7,-1.2,87.0,-0.3,-2.0,-2.0
24327,2021-01-07,7.8,2.4,1.4,7.4,4.9,951.6,0.0,81.0,1.5,-1.0,-2.4
24328,2021-01-08,10.5,3.0,0.8,7.9,4.6,952.8,-0.1,76.0,1.8,-1.2,-2.3
24329,2021-01-09,5.4,1.9,2.7,6.5,4.5,957.4,-1.2,80.0,1.6,-3.3,-8.5
24330,2021-01-10,5.3,1.7,2.3,5.6,3.8,959.2,-4.8,89.0,-2.3,-7.4,-12.2
24331,2021-01-11,4.4,1.3,0.0,7.5,3.3,958.9,-6.1,86.0,-4.8,-7.9,-12.3
24332,2021-01-12,16.9,5.7,0.0,7.5,4.9,951.5,-0.1,79.0,2.4,-5.0,-8.1
24333,2021-01-13,13.4,4.5,2.7,6.2,5.1,953.6,0.6,81.0,3.2,-1.2,-4.0
24334,2021-01-14,12.7,3.9,0.0,7.9,5.0,953.8,-0.1,82.0,2.1,-2.8,-6.5
24335,2021-01-15,5.7,2.2,5.8,5.8,4.1,958.3,-3.3,85.0,-1.3,-6.0,-8.8
24336,2021-01-16,9.7,3.2,1.6,7.0,3.9,961.2,-2.8,80.0,-1.2,-5.0,-6.8
24337,2021-01-17,5.0,1.6,0.0,7.7,4.5,955.9,-2.5,87.0,0.1,-4.5,-5.7
24338,2021-01-18,11.1,4.3,0.0,7.6,5.3,961.6,0.9,81.0,1.8,-0.1,-1.4
24339,2021-01-19,15.6,3.8,4.0,7.8,4.7,956.1,1.8,68.0,5.7,-2.6,-3.7
24340,2021-01-20,5.7,1.9,6.3,8.0,5.2,948.1,4.4,63.0,10.1,-1.6,-7.3
24341,2021-01-21,9.1,2.2,5.0,7.0,5.1,941.9,5.3,61.0,14.5,-1.5,-7.1
24342,2021-01-22,10.9,3.1,5.9,7.8,6.1,934.7,7.6,59.0,13.1,3.3,0.8
24343,2021-01-23,16.0,3.9,1.0,7.7,5.8,935.7,2.0,82.0,3.5,-0.3,-2.2
24344,2021-01-24,17.1,5.1,4.8,4.3,4.2,938.0,0.5,66.0,2.2,-2.3,-5.1
24345,2021-01-25,7.6,2.2,0.3,7.1,4.6,942.0,-1.5,82.0,1.2,-3.6,-5.5
24346,2021-01-26,15.9,5.6,0.0,7.4,4.6,954.5,-0.9,80.0,0.3,-2.4,-0.8
24347,2021-01-27,8.2,2.7,0.9,7.8,4.5,954.3,-0.2,75.0,2.4,-2.7,-1.9
24348,2021-01-28,16.4,4.9,0.0,7.6,7.6,946.0,4.8,88.0,8.5,1.4,0.0
24349,2021-01-29,18.6,6.4,2.4,7.7,8.1,940.6,7.5,78.0,10.5,5.1,4.0
24350,2021-01-30,16.2,4.5,1.3,7.7,7.0,939.2,5.3,79.0,8.6,2.0,2.0
24351,2021-01-31,7.0,2.6,0.0,7.9,5.6,938.8,0.3,89.0,2.0,-0.9,-1.0
24352,2021-02-01,10.6,2.6,0.0,7.9,6.8,935.8,3.7,85.0,8.5,-0.4,-0.3
24353,2021-02-02,13.7,3.7,0.7,7.7,8.7,944.5,8.5,79.0,11.1,5.4,3.9
24354,2021-02-03,17.0,4.3,0.0,7.3,9.5,944.8,9.1,82.0,10.8,7.6,6.6
24355,2021-02-04,18.4,3.8,8.1,5.3,7.0,952.9,8.2,65.0,11.1,5.3,2.9
24356,2021-02-05,5.7,1.7,2.9,7.8,7.6,951.2,7.9,72.0,11.5,4.6,2.8
24357,2021-02-06,6.9,2.3,0.0,6.9,7.7,944.9,5.9,83.0,8.2,3.6,2.6
24358,2021-02-07,10.1,2.4,0.0,7.8,6.6,935.9,2.5,90.0,3.7,0.5,0.1
24359,2021-02-08,7.8,2.7,3.6,7.5,5.6,934.8,2.9,76.0,6.5,-0.4,-0.4
24360,2021-02-09,5.6,1.8,0.0,7.8,4.9,939.6,-0.6,84.0,0.1,-1.5,-1.6
24361,2021-02-10,8.5,3.0,0.0,7.6,4.5,942.1,-2.4,86.0,-0.1,-8.6,-8.4
24362,2021-02-11,7.5,2.4,9.1,2.7,2.4,961.2,-7.9,71.0,-4.1,-10.4,-15.4
24363,2021-02-12,12.4,4.3,9.7,0.6,2.3,964.5,-7.8,68.0,-3.6,-11.2,-14.5
24364,2021-02-13,11.8,4.4,9.9,0.0,2.1,970.9,-7.7,63.0,-3.4,-11.3,-14.4
24365,2021-02-14,7.4,2.8,9.8,1.4,2.5,974.6,-4.9,60.0,1.0,-10.1,-14.5
24366,2021-02-15,5.8,1.9,4.4,6.3,3.3,968.7,-1.5,60.0,4.0,-7.9,-12.9
24367,2021-02-16,10.3,2.4,0.4,7.7,8.0,959.3,6.4,83.0,11.1,1.6,0.7
24368,2021-02-17,13.4,3.8,2.4,6.0,7.2,958.8,7.0,72.0,10.4,1.0,-1.5
24369,2021-02-18,11.9,2.2,7.4,7.6,5.6,955.9,6.2,63.0,12.9,-0.4,-2.5
24370,2021-02-19,10.0,2.3,2.0,7.7,8.1,957.9,8.1,76.0,10.4,6.0,3.6
24371,2021-02-20,5.8,2.0,10.0,5.7,7.4,957.7,8.6,68.0,16.6,1.5,-0.7
24372,2021-02-21,6.1,2.3,10.3,4.5,7.1,957.5,5.7,78.0,13.4,0.1,-2.1
24373,2021-02-22,4.2,1.6,8.0,4.0,7.3,962.0,5.6,81.0,14.2,-0.1,-1.0
24374,2021-02-23,3.7,1.3,8.6,0.3,6.6,971.6,7.8,67.0,17.2,1.0,-1.5
24375,2021-02-24,4.7,1.7,8.8,0.0,7.1,971.9,9.8,62.0,18.6,3.0,0.1
24376,2021-02-25,4.7,1.6,9.8,0.0,6.5,967.8,10.5,56.0,20.0,3.3,0.2
24377,2021-02-26,8.9,3.0,8.6,3.5,6.9,967.0,10.9,55.0,17.0,4.6,1.4
24378,2021-02-27,9.4,2.8,1.7,5.5,5.9,971.9,4.1,73.0,8.1,0.9,-1.3
24379,2021-02-28,9.3,3.2,10.6,0.0,5.2,970.3,3.1,70.0,9.0,-1.1,-3.2
24380,2021-03-01,10.9,2.8,10.8,0.0,5.6,968.2,5.1,66.0,13.0,-1.6,-3.7
24381,2021-03-02,4.3,1.5,10.7,0.0,5.9,968.9,5.9,67.0,14.2,-0.6,-3.2
24382,2021-03-03,4.6,1.5,1.1,7.3,5.5,966.8,6.0,62.0,12.8,-0.7,-3.1
24383,2021-03-04,13.8,3.1,3.3,7.7,5.4,957.6,8.9,49.0,14.5,3.8,1.7
24384,2021-03-05,10.5,3.4,0.0,7.7,6.3,959.7,2.7,84.0,5.6,-1.7,-3.5
24385,2021-03-06,8.7,3.1,11.1,0.8,3.8,966.3,0.5,62.0,5.6,-3.4,-5.3
24386,2021-03-07,8.2,1.9,7.2,5.5,5.2,959.4,2.5,71.0,9.1,-4.2,-6.0
24387,2021-03-08,6.3,2.0,9.2,4.4,4.9,957.1,2.4,68.0,6.6,-1.1,-3.1
24388,2021-03-09,6.7,1.8,8.1,5.5,4.8,955.2,1.8,71.0,6.3,-3.1,-4.9
24389,2021-03-10,8.9,2.5,1.2,7.4,6.1,956.7,3.2,80.0,7.1,0.8,-0.3
24390,2021-03-11,19.3,5.7,1.4,7.6,6.9,948.1,9.3,59.0,15.7,1.9,0.6
24391,2021-03-12,16.2,6.0,6.4,5.5,5.7,951.1,6.7,60.0,10.4,3.9,3.0
24392,2021-03-13,21.1,6.3,1.2,7.3,5.6,946.3,7.9,54.0,12.9,4.5,3.4
24393,2021-03-14,17.5,5.2,2.7,7.0,6.0,949.2,2.9,80.0,5.8,0.9,0.1
24394,2021-03-15,11.9,4.3,0.7,7.3,6.4,950.7,2.8,85.0,4.3,0.6,0.1
24395,2021-03-16,13.5,4.7,0.8,7.5,5.8,957.7,2.5,81.0,5.1,0.4,0.1
24396,2021-03-17,11.0,2.4,1.6,7.5,5.5,958.3,1.3,82.0,3.8,0.2,-0.7
24397,2021-03-18,8.8,2.5,2.0,7.3,5.1,958.0,0.6,80.0,4.4,-1.1,-1.7
24398,2021-03-19,8.9,2.5,2.2,7.1,5.2,955.4,0.5,83.0,4.7,-1.5,-2.8
24399,2021-03-20,10.1,2.7,2.6,6.0,3.6,961.4,-1.6,68.0,0.6,-3.0,-3.9
24400,2021-03-21,12.2,4.1,0.1,7.6,4.2,957.5,0.4,66.0,1.6,-1.7,-1.8
24401,2021-03-22,9.1,3.3,0.0,7.9,5.2,958.5,2.4,72.0,3.9,1.1,0.5
24402,2021-03-23,6.8,2.4,3.5,5.5,5.5,962.8,3.3,71.0,6.7,-0.2,-2.1
24403,2021-03-24,6.0,1.6,11.8,0.7,5.6,962.1,6.1,63.0,14.0,-1.4,-3.1
24404,2021-03-25,7.6,2.7,11.3,5.6,5.5,959.4,10.4,45.0,16.6,3.7,1.5
24405,2021-03-26,7.8,1.9,11.0,2.6,5.9,958.4,11.2,47.0,18.5,3.9,0.8
24406,2021-03-27,14.6,4.4,2.1,7.3,6.1,961.9,8.4,56.0,10.7,5.1,4.7
24407,2021-03-28,7.1,2.1,10.8,6.7,5.4,968.3,9.4,47.0,14.8,3.4,0.8
24408,2021-03-29,9.0,2.4,11.4,6.4,5.4,970.3,11.9,42.0,19.6,4.6,1.3
24409,2021-03-30,6.1,1.8,12.2,0.8,6.4,968.9,13.0,46.0,21.8,3.8,1.0
24410,2021-03-31,5.7,1.7,12.3,0.8,7.0,962.6,13.8,48.0,22.7,5.0,2.1
24411,2021-04-01,12.5,3.5,9.8,5.2,8.4,957.3,15.9,48.0,23.3,10.5,8.6
24412,2021-04-02,11.3,2.8,6.1,3.5,7.7,956.2,9.2,68.0,13.9,4.7,2.9
24413,2021-04-03,9.4,2.8,2.3,7.0,5.0,959.4,5.4,56.0,7.8,2.9,1.6
24414,2021-04-04,7.4,1.8,11.4,0.8,4.4,958.5,6.1,50.0,11.4,0.1,-2.1
24415,2021-04-05,19.8,6.2,7.5,5.3,4.8,947.9,6.6,54.0,15.1,-2.5,-2.0
24416,2021-04-06,15.6,4.7,4.7,6.0,4.4,949.9,-0.6,75.0,2.5,-2.9,-3.8
24417,2021-04-07,17.9,5.7,2.9,7.1,4.5,954.6,-0.2,76.0,3.5,-2.2,-2.1
24418,2021-04-08,12.8,3.2,4.2,5.4,4.8,961.5,2.3,68.0,6.5,-0.7,-1.1
24419,2021-04-09,12.2,2.8,7.8,6.3,3.9,956.1,9.2,39.0,17.0,-0.1,-2.8
24420,2021-04-10,10.2,2.8,9.3,7.3,6.2,952.8,12.1,44.0,17.8,6.5,2.5
24421,2021-04-11,14.3,2.2,6.1,7.0,7.1,949.4,13.8,46.0,20.3,7.9,5.3
24422,2021-04-12,10.7,3.5,0.0,7.4,6.7,960.9,3.4,86.0,9.5,0.8,0.4
24423,2021-04-13,9.1,2.4,1.3,7.4,5.4,965.3,2.5,75.0,5.9,0.3,-1.4
24424,2021-04-14,8.8,1.9,4.3,5.9,4.8,963.7,2.8,65.0,7.1,-0.6,-2.5
24425,2021-04-15,7.8,2.0,5.5,5.9,4.5,962.0,2.9,62.0,7.5,-1.5,-3.4
24426,2021-04-16,7.4,2.3,9.3,2.5,4.6,960.2,2.9,62.0,7.7,-1.6,-3.8
24427,2021-04-17,5.8,1.6,0.2,7.7,5.8,958.2,4.1,71.0,6.9,0.4,-1.6
24428,2021-04-18,5.3,1.8,0.3,7.8,6.5,957.1,4.7,77.0,7.3,2.8,1.2
24429,2021-04-19,7.8,2.4,3.0,7.8,7.3,956.3,6.5,76.0,12.0,3.5,2.9
24430,2021-04-20,5.7,1.7,2.6,7.1,8.2,954.8,8.6,75.0,13.7,5.6,3.1
24431,2021-04-21,11.8,1.8,9.7,2.3,7.4,954.0,10.1,62.0,17.0,3.2,1.1
24432,2021-04-22,11.5,3.2,8.2,5.2,6.6,958.2,10.1,54.0,14.4,3.8,1.1
24433,2021-04-23,7.2,1.7,13.7,0.1,5.0,963.0,8.8,48.0,15.5,1.1,-1.2
24434,2021-04-24,6.8,1.6,13.7,4.5,5.4,960.1,10.8,46.0,18.6,2.1,0.0
24435,2021-04-25,8.8,2.6,12.9,2.5,5.6,958.1,10.0,47.0,15.7,4.8,2.9
24436,2021-04-26,9.1,3.2,13.8,1.9,4.8,953.3,9.2,44.0,15.0,3.0,1.3
24437,2021-04-27,9.2,3.4,13.7,3.6,6.2,946.1,10.2,51.0,16.9,2.9,0.7
24438,2021-04-28,6.7,2.1,11.7,5.1,7.3,943.5,12.8,53.0,20.0,4.2,2.2
24439,2021-04-29,11.3,3.6,0.5,7.7,9.1,946.3,12.4,64.0,15.5,9.2,8.8
24440,2021-04-30,14.3,3.2,6.3,6.4,9.9,949.1,11.0,77.0,19.6,6.6,6.8
24441,2021-05-01,11.3,2.7,0.6,7.7,9.7,948.3,8.9,85.0,12.3,6.5,6.4
24442,2021-05-02,14.8,4.3,1.6,7.3,7.8,953.8,6.0,84.0,10.6,3.9,3.9
24443,2021-05-03,9.4,2.9,9.5,5.5,6.5,958.7,8.4,61.0,13.3,4.3,3.1
24444,2021-05-04,18.4,4.8,7.5,6.9,6.6,948.9,12.5,48.0,17.4,5.5,3.9
24445,2021-05-05,21.1,4.4,4.3,6.8,7.5,947.7,7.8,71.0,12.1,4.4,4.1
24446,2021-05-06,13.9,3.3,1.7,7.5,7.8,948.7,8.1,73.0,12.1,5.6,4.7
24447,2021-05-07,16.3,4.3,2.6,5.8,7.6,952.4,7.2,76.0,10.6,2.1,0.7
24448,2021-05-08,8.0,2.2,12.2,5.6,7.0,956.5,11.1,57.0,18.8,1.8,0.1
24449,2021-05-09,10.1,3.2,12.8,4.0,8.6,950.2,19.4,41.0,27.7,9.4,6.3
24450,2021-05-10,-1.0,3.0,9.3,6.5,9.6,947.5,22.4,38.0,30.7,14.5,13.8
24451,2021-05-11,11.7,3.4,1.2,7.7,12.0,946.7,13.8,76.0,18.0,9.8,9.5
24452,2021-05-12,10.1,3.5,0.0,7.5,11.1,950.0,9.6,92.0,10.8,8.8,8.6
24453,2021-05-13,7.4,2.5,0.0,7.8,10.5,947.1,10.2,85.0,13.0,8.4,8.0
24454,2021-05-14,10.5,2.3,9.1,5.2,8.5,948.0,12.0,63.0,17.5,6.4,4.9
24455,2021-05-15,12.8,2.8,3.0,7.6,9.0,947.8,11.6,67.0,16.6,7.7,6.6
24456,2021-05-16,12.1,3.8,3.8,6.3,8.7,945.4,11.5,66.0,18.2,6.6,5.0
24457,2021-05-17,16.3,5.0,5.0,7.4,9.2,948.1,10.8,72.0,15.9,8.4,7.0
24458,2021-05-18,12.8,3.8,5.2,7.7,9.1,953.5,10.4,72.0,14.5,8.1,7.2
24459,2021-05-19,10.2,3.3,3.8,7.1,9.1,955.8,9.1,79.0,13.0,7.1,5.8
24460,2021-05-20,11.4,3.1,7.1,6.8,8.7,959.2,10.5,70.0,15.2,6.7,5.7
24461,2021-05-21,11.4,3.2,0.8,7.7,9.4,952.0,11.3,71.0,16.9,7.5,7.2
24462,2021-05-22,14.5,4.4,11.1,6.0,8.1,950.3,12.4,59.0,17.6,6.8,6.3
24463,2021-05-23,10.6,2.9,6.9,5.7,9.0,956.1,10.7,71.0,15.5,6.6,6.6
24464,2021-05-24,9.4,2.8,0.7,7.9,10.3,952.9,12.1,73.0,19.1,7.8,6.7
24465,2021-05-25,16.8,5.3,9.4,5.0,7.1,957.2,11.3,55.0,15.1,7.8,7.2
24466,2021-05-26,11.9,3.5,3.6,7.8,8.7,955.7,11.9,64.0,16.2,8.1,7.1
24467,2021-05-27,10.3,3.0,3.3,7.3,9.6,958.1,10.4,78.0,15.4,7.8,7.7
24468,2021-05-28,8.6,2.2,5.7,6.9,9.7,960.0,12.5,68.0,17.0,7.3,6.4
24469,2021-05-29,8.8,2.1,9.3,5.2,8.7,960.9,12.6,62.0,18.2,7.5,6.4
24470,2021-05-30,9.2,2.2,13.4,1.1,7.5,962.2,12.0,57.0,17.8,5.7,4.5
24471,2021-05-31,7.7,2.7,15.4,0.2,7.7,959.5,12.6,55.0,18.5,5.8,4.5
24472,2021-06-01,10.5,3.2,15.35,0.4,8.0,956.22,15.0,50.46,21.9,6.3,4.9
